jp,en,kr
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
天啓の地 (Piano Collection),Land of Revelation (Piano Collection),
ナイショの散策,Secret Stroll,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
采配をふるう者,The One Who Wields the Baton,
"作詞：牛島弥美　作曲：豆田将
編曲：豆田将　歌：エルルゥ（CV：柚木涼香）＆クオン（CV：種田梨沙）","Lyrics: Masumi Ushijima, Composition: Susumu Mameda
Arrangement: Susumu Mameda, Vocals: Eruruu (Voiced by Ryoka Yuzuki) & Kuon (Voiced by Risa Taneda)",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
ヌエドリ,Nuedori (White's Thrush),
雪の魔法,Snow Magic,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
戦刃幻夢,Dream of Warring Blades,
日和,Fair Weather,
大封印－オン・リィヤーク－,Ohn Riyaak,
"作詞：須谷尚子　作曲：衣笠道雄
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Michio Kinugasa, Vocals: Suara",
夢幻のとばり (Piano Collection),Phantasmal Veil (Piano Collection),
武頼－ヴライ－,Vurai Warmonger,
勝ち抜き上等,Bring on the Next Challenger,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
武頼-ヴライ- (Piano Collection),Vurai Warmonger (Piano Collection),
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：石川真也　編曲：衣笠道雄,"Composition: Shinya Ishikawa, Arrangement: Michio Kinugasa",
郷愁・壱,Nostalgia One,
作曲：松岡純也　編曲：衣笠道雄,"Composition: Junya Matsuoka, Arrangement: Michio Kinugasa",
子守歌-ユカウラ-,Yukaura (Lullaby),
"作詞：須谷尚子　作曲：衣笠道雄
編曲：豆田将　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Susumu Mameda, Vocals: Suara",
星影,Starlight,
つわものの宴,Feast of the Brave,
天人午睡,Heavenly Nap,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
遙かな旅路,Journey Across the Horizon,
傀儡回廊,Puppet Corridor,
作曲：石川真也　編曲：石川真也,"Composition: Shinya Ishikawa, Arrangement: Shinya Ishikawa",
理燃-コトワリ- (Piano Collection),Kotowari (Truth) (Piano Collection),
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
永久に,Forever,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
神語－カミガタリ－,Words of God,
逆境を越えて,Overcoming Adversity,
作曲：石川真也　編曲：石川真也,"Composition: Shinya Ishikawa, Arrangement: Shinya Ishikawa",
斬奸,Execution of the Wicked,
闘神乱舞,Gods of War,
栄光は誰に？,Who Will Claim Glory?,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
"作詞：須谷尚子　作曲：衣笠道雄
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Michio Kinugasa, Vocals: Suara",
騒動をおこすもの,Troublemakers,
ユメカウツツカ,Dream or Reality,
"作曲：石川真也・松岡純也　編曲：松岡純也
歌：ウルトリィ（CV：大原さやか）カミュ（CV：釘宮理恵）ウルゥル・サラァナ（CV：佐倉綾音）","Composition: Shinya Ishikawa & Junya Matsuoka, Arrangement: Junya Matsuoka
Vocals: Ulthury (Voiced by Sayaka Ohara), Camyu (Voiced by Rie Kugimiya), Uruuru & Saraana (Voiced by Ayane Sakura)",
sys002040,sys002040,
作曲：松岡純也　編曲：衣笠道雄,"Composition: Junya Matsuoka, Arrangement: Michio Kinugasa",
嵐の胎動,Stirring Storm,
勇気を胸に,With Courage in My Heart,
作曲：松岡純也　編曲：太宰百合,"Composition: Junya Matsuoka, Arrangement: Yuri Dazai",
娘,Daughter,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
見敵必殺,Search and Destroy,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
恋夢・劇伴,Koi Yume (Dream of Love) - Instrumental,
鬼神争乱,Unearthly Chaos,
悲喜交々,Joys and Sorrows,
残り火,Smoldering Ember,
作曲：衣笠道雄　編曲：太宰百合,"Composition: Michio Kinugasa, Arrangement: Yuri Dazai",
ふるさとの滋味,Taste of Home,
朝からほわほわ 2004,Fluffy Morning 2004,
乱世の到来,The Age of Turbulence,
sys002000,sys002000,
"作詞：須谷尚子　作曲：衣笠道雄
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Michio Kinugasa, Vocals: Suara",
丁々発止！,A Heated Clash!,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
譲れぬ矜恃,Unshakeable Pride,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
キミガタメ・劇伴,Kimi ga tame (For you) - Instrumental,
麗しき世界 (Piano Collection),Beautiful World (Piano Collection),
辺土の鳴動,Tremors on the Frontier,
作曲：松岡純也　編曲：松浦基悦,"Composition: Junya Matsuoka, Arrangement: Motoyoshi Matsuura",
調停者への道,Path to the Arbiter,
作曲：豆田将　編曲：千葉岳洋,"Composition: Susumu Mameda, Arrangement: Takehiro Chiba",
破滅の轟雷,Thunder of Ruin,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
今宵は無礼講,"Eat, Drink, and Be Merry",
双星－フタツボシ－・劇伴,Futatsu Boshi (Twin stars) - Instrumental,
一触即発,Ready to Blow,
氷雪の刃,Blade of Ice and Snow,
戦禍,War-torn,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
哀吟 (Piano Collection),Elegiac Heart Poem (Piano Collection),
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
寄せ来るものたち,Leading the Charge,
うたわれるもの Its my turn forever Mix,Utawarerumono - It's my turn forever Mix,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
Chance It!,Chance It!,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
理燃-コトワリ-,Kotowari (Truth),
緑の唄声,The Voice of Green Song,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
わが身捧げて,I Offer My Body,
うたわれるもの (Piano Collection),Utawarerumono (Piano Collection),
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
bgm_nw0200,bgm_nw0200,
君だけの戦い,A Battle for You Alone,
都絵巻,Grand City,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
sys002020,sys002020,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：石川真也　編曲：衣笠道雄,"Composition: Shinya Ishikawa, Arrangement: Michio Kinugasa",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
華星幻夜,Midnight Ephemera,
禁裏の死闘,The Mikado's Swansong,
冥き眼差し,Dark Gaze,
作曲：松岡純也　編曲：松浦基悦,"Composition: Junya Matsuoka, Arrangement: Motoyoshi Matsuura",
運命の選択,Fateful Choice,
天網恢恢,Heaven's Net is Wide and Coarse,
ぬけがけ御免,Pardon the Head Start,
作曲：衣笠道雄　編曲：千葉岳洋,"Composition: Michio Kinugasa, Arrangement: Takehiro Chiba",
うたわれるもの・久遠,Utawarerumono - Kuon,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
魁-サキガケ- ,Fools Rush In ,
夢想歌,Dreamsong,
作曲：石川真也　編曲：松岡純也,"Composition: Shinya Ishikawa, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
"作詞：須谷尚子　作曲：石川真也・松岡純也
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Shinya Ishikawa & Junya Matsuoka
Arrangement: Michio Kinugasa, Vocals: Suara",
見えざるモノよ,The Unseen,
星降る空仰ぎ見て,Look at the Stars Falling in the Sky,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：扇谷研人,"Composition: Michio Kinugasa, Arrangement: Kento Ohgiya",
果て無き悪夢,Endless Nightmare,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
枯れ草すすけて…,Dry Grass and Ashes...,
蠢く闇,Darkness Falls,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
暴虐の翼,Wings of Tyranny,
運命－SADAME－,Sadame (Destiny),
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
"作詞：須谷尚子　作曲：松岡純也
編曲：松岡純也　歌：Suara","Composition: Naoko Sutani, Composition: Junya Matsuoka
Arrangement: Junya Matsuoka, Vocals: Suara",
"作詞：須谷尚子　作曲：衣笠道雄　
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Michio Kinugasa, Vocals: Suara",
ウタツグミ,Songbird,
命-ミコト- (Piano Collection),Mikoto (Life) (Piano Collection),
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
戦神楽－イクサカグラ－,Rhythm of War,
神結-カミ・ユウ-,Kami Yuu (Divine Bond),
作曲：石川真也　編曲：石川真也,"Composition: Shinya Ishikawa, Arrangement: Shinya Ishikawa",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：扇谷研人,"Composition: Michio Kinugasa, Arrangement: Kento Ohgiya",
奇巌の覇者,Conqueror of the Strange Crag,
日だまりの中で,In the Sunshine,
刹那の勝負,Split-Second Clash,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
戦火の狼煙,Flames of War,
娘（うたわれるもの学園 ver）,Daughter (Utawarerumono Academy ver.),
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
轟轟-トドロ-,Thunderous Roar (Todoro),
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
"作詞：須谷尚子　作曲：衣笠道雄
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Michio Kinugasa
Arrangement: Michio Kinugasa, Vocals: Suara",
緋色の縁,Crimson Bonds,
作曲：松岡純也　編曲：松浦基悦,"Composition: Junya Matsuoka, Arrangement: Motoyoshi Matsuura",
勝ち取れ、全てを！,Go Forth and Win it All!,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
天地双覇,Strongest Under Heaven,
恋夢,Koi Yume (Dream of Love),
不安定な神様　Extreme Ver.,Fuantei na Kamisama (Unstable God) - Extreme Version,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
邂逅の日,The Day We Met,
天命の傀儡,Puppet of Destiny,
いざ勝負！,To Battle!,
作曲：石川真也、松岡純也　編曲：千葉岳洋,"Composition: Shinya Ishikawa & Junya Matsuoka, Arrangement: Takehiro Chiba",
滅びの柩,Coffin of Ruin,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
強者の祝祭,Celebration of the Mighty,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
"作詞：須谷尚子　作曲：松岡純也
編曲：松岡純也　歌：Suara","Composition: Naoko Sutani, Composition: Junya Matsuoka
Arrangement: Junya Matsuoka, Vocals: Suara",
"作詞：須谷尚子　作曲：石川真也
編曲：衣笠道雄　歌：Suara","Lyrics: Naoko Sutani, Composition: Shinya Ishikawa
Arrangement: Michio Kinugasa, Vocals: Suara",
bgm_nw0200,bgm_nw0200,
君だけの旅路・劇伴・進,A Journey for You Alone - Instrumental (Extended),
作曲：松岡純也　編曲：太宰百合,"Composition: Junya Matsuoka, Arrangement: Yuri Dazai",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
風渡人,Traveler of the Winds,
悠久の大地,Eternal Land,
作曲：松岡純也　編曲：石川真也,"Composition: Junya Matsuoka, Arrangement: Shinya Ishikawa",
炉端の平和,Hearthside Peace,
"作詞：須谷尚子　作曲：松岡純也
編曲：松岡純也　歌：津田朱里","Composition: Naoko Sutani, Composition: Junya Matsuoka
Arrangement: Junya Matsuoka, Vocals: Akari Tsuda",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
運命-SADAME- (Piano Collection),Sadame (Destiny) (Piano Collection),
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：衣笠道雄　編曲：石川真也,"Composition: Michio Kinugasa, Arrangement: Shinya Ishikawa",
夢幻のとばり,Phantasmal Veil,
白皇-ハク・オロ-,Hakuowlo,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
作曲：松岡純也　編曲：太宰百合,"Composition: Junya Matsuoka, Arrangement: Yuri Dazai",
哀吟,Elegiac Heart Poem,
作曲：松岡純也　編曲：松岡純也,"Composition: Junya Matsuoka, Arrangement: Junya Matsuoka",
作曲：下川直哉　編曲：小林俊太郎,"Composition: Naoya Shimokawa, Arrangement: Shuntaro Kobayashi",
屍山血河,Massacre,
作曲：衣笠道雄　編曲：衣笠道雄,"Composition: Michio Kinugasa, Arrangement: Michio Kinugasa",
bgm_nw0200,bgm_nw0200,
月光花 (Piano Collection),Moonlit Flowers (Piano Collection),
作曲：石川真也　編曲：石川真也,"Composition: Shinya Ishikawa, Arrangement: Shinya Ishikawa",
作曲：衣笠道雄　編曲：太宰百合,"Composition: Michio Kinugasa, Arrangement: Yuri Dazai",
